,feature,icc_value,c_down,c_up,sequence
1023,wavelet-LLH_glcm_DifferenceVariance,0.99,0.98,0.99,dce
1024,wavelet-LLH_glcm_SumAverage,0.78,0.65,0.9,adc
1025,wavelet-LLH_glcm_Id,1.0,1.0,1.0,dce
1026,wavelet-LLH_glcm_SumEntropy,0.98,0.96,0.99,adc
1027,wavelet-LLH_glcm_SumSquares,0.95,0.9,0.98,adc
1028,wavelet-LLH_glcm_Idm,1.0,1.0,1.0,dce
1029,wavelet-LLH_glrlm_GrayLevelNonUniformity,1.0,1.0,1.0,adc
1030,wavelet-LLH_glcm_Idmn,0.91,0.84,0.96,dce
1031,wavelet-LLH_glcm_Idn,0.94,0.89,0.98,dce
1032,wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,0.98,0.97,0.99,adc
1033,wavelet-LLH_glcm_Imc1,0.99,0.99,1.0,dce
1034,wavelet-LLH_glrlm_GrayLevelVariance,0.94,0.9,0.98,adc
1035,wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,0.78,0.64,0.9,adc
1036,wavelet-LLH_glcm_Imc2,1.0,0.99,1.0,dce
1037,wavelet-LLH_glrlm_LongRunEmphasis,0.99,0.98,1.0,adc
1038,wavelet-LLH_glcm_InverseVariance,1.0,0.99,1.0,dce
1039,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.77,0.64,0.9,adc
1040,wavelet-LLH_glcm_JointAverage,0.69,0.52,0.85,dce
1041,wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.74,0.6,0.88,adc
1042,wavelet-LLH_glcm_JointEnergy,1.0,1.0,1.0,dce
1043,wavelet-LLH_glcm_JointEntropy,1.0,1.0,1.0,dce
1044,wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,0.74,0.6,0.88,adc
1045,wavelet-LLH_glcm_MCC,0.82,0.7,0.92,dce
1046,wavelet-LLH_glrlm_RunEntropy,0.97,0.94,0.99,adc
1047,wavelet-LLH_glcm_MaximumProbability,1.0,1.0,1.0,dce
1048,wavelet-LLH_glrlm_RunLengthNonUniformity,1.0,0.99,1.0,adc
1049,wavelet-LLH_glcm_SumAverage,0.69,0.52,0.85,dce
1050,wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.99,0.98,1.0,adc
1051,wavelet-LLH_glcm_SumEntropy,1.0,1.0,1.0,dce
1052,wavelet-LLH_glrlm_RunPercentage,0.99,0.98,1.0,adc
1053,wavelet-LLH_glcm_SumSquares,0.99,0.99,1.0,dce
1054,wavelet-LLH_glrlm_RunVariance,0.99,0.98,1.0,adc
1055,wavelet-LLH_glrlm_GrayLevelNonUniformity,1.0,0.99,1.0,dce
1056,wavelet-LLH_glrlm_ShortRunEmphasis,0.99,0.98,1.0,adc
1057,wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,1.0,1.0,1.0,dce
1058,wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,0.78,0.65,0.9,adc
1059,wavelet-LLH_glrlm_GrayLevelVariance,0.99,0.98,1.0,dce
1060,wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.74,0.6,0.88,adc
1061,wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,0.52,0.35,0.74,dce
1062,wavelet-LLH_glszm_GrayLevelNonUniformity,1.0,0.99,1.0,adc
1063,wavelet-LLH_glrlm_LongRunEmphasis,1.0,1.0,1.0,dce
1064,wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.97,0.94,0.99,adc
1065,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.37,0.21,0.61,dce
1066,wavelet-LLH_glszm_GrayLevelVariance,0.94,0.89,0.98,adc
1067,wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.93,0.87,0.97,dce
1068,wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,0.79,0.66,0.9,adc
1069,wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,0.89,0.81,0.95,dce
1070,wavelet-LLH_glszm_LargeAreaEmphasis,0.99,0.99,1.0,adc
1071,wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.91,0.84,0.96,adc
1072,wavelet-LLH_glrlm_RunEntropy,0.99,0.98,1.0,dce
1073,wavelet-LLH_glrlm_RunLengthNonUniformity,1.0,0.99,1.0,dce
1074,wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.91,0.84,0.96,adc
1075,wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,1.0,1.0,1.0,dce
1076,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.75,0.61,0.89,adc
1077,wavelet-LLH_glszm_SizeZoneNonUniformity,0.99,0.99,1.0,adc
1078,wavelet-LLH_glrlm_RunPercentage,1.0,1.0,1.0,dce
1079,wavelet-LLH_glrlm_RunVariance,1.0,1.0,1.0,dce
1080,wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.98,0.96,0.99,adc
1081,wavelet-LLH_glszm_SmallAreaEmphasis,0.98,0.96,0.99,adc
1082,wavelet-LLH_glrlm_ShortRunEmphasis,1.0,1.0,1.0,dce
1083,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,0.8,0.67,0.91,adc
1084,wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,0.69,0.53,0.85,dce
1085,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.75,0.61,0.89,adc
1086,wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.87,0.78,0.95,dce
1087,wavelet-LLH_glszm_GrayLevelNonUniformity,0.99,0.98,1.0,dce
1088,wavelet-LLH_glszm_ZoneEntropy,0.96,0.93,0.99,adc
1089,wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.99,0.97,0.99,dce
1090,wavelet-LLH_glszm_ZonePercentage,0.99,0.98,1.0,adc
1091,wavelet-LLH_glszm_GrayLevelVariance,0.81,0.69,0.92,dce
1092,wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,0.54,0.36,0.75,dce
1093,wavelet-LLH_glszm_ZoneVariance,0.99,0.99,1.0,adc
1094,wavelet-LLH_glszm_LargeAreaEmphasis,0.97,0.95,0.99,dce
1095,wavelet-LLH_ngtdm_Busyness,0.94,0.89,0.97,adc
1096,wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.48,0.31,0.71,dce
1097,wavelet-LLH_ngtdm_Coarseness,0.99,0.98,1.0,adc
1098,wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.94,0.89,0.98,dce
1099,wavelet-LLH_ngtdm_Complexity,0.9,0.82,0.96,adc
1100,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.89,0.81,0.95,dce
1101,wavelet-LLH_ngtdm_Contrast,0.94,0.89,0.98,adc
1102,wavelet-LLH_glszm_SizeZoneNonUniformity,0.98,0.96,0.99,dce
1103,wavelet-LLH_ngtdm_Strength,0.95,0.92,0.98,adc
1104,wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.96,0.93,0.98,dce
1105,wavelet-LLH_gldm_DependenceEntropy,0.97,0.94,0.99,adc
1106,wavelet-LLH_gldm_DependenceNonUniformity,0.99,0.99,1.0,adc
1107,wavelet-LLH_glszm_SmallAreaEmphasis,0.96,0.93,0.98,dce
1108,wavelet-LLH_gldm_DependenceNonUniformityNormalized,0.99,0.98,1.0,adc
1109,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,0.61,0.44,0.8,dce
1110,wavelet-LLH_gldm_DependenceVariance,0.98,0.97,0.99,adc
1111,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.71,0.55,0.86,dce
1112,wavelet-LLH_gldm_GrayLevelNonUniformity,1.0,1.0,1.0,adc
1113,wavelet-LLH_glszm_ZoneEntropy,0.98,0.97,0.99,dce
1114,wavelet-LLH_gldm_GrayLevelVariance,0.94,0.9,0.98,adc
1115,wavelet-LLH_glszm_ZonePercentage,0.99,0.98,1.0,dce
1116,wavelet-LLH_gldm_HighGrayLevelEmphasis,0.78,0.64,0.9,adc
1117,wavelet-LLH_gldm_LargeDependenceEmphasis,0.99,0.98,1.0,adc
1118,wavelet-LLH_glszm_ZoneVariance,0.97,0.95,0.99,dce
1119,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.74,0.6,0.88,adc
1120,wavelet-LLH_ngtdm_Busyness,0.95,0.9,0.98,dce
1121,wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.77,0.64,0.9,adc
1122,wavelet-LLH_ngtdm_Coarseness,0.98,0.96,0.99,dce
1123,wavelet-LLH_gldm_LowGrayLevelEmphasis,0.74,0.6,0.88,adc
1124,wavelet-LLH_ngtdm_Complexity,0.9,0.82,0.96,dce
1125,wavelet-LLH_gldm_SmallDependenceEmphasis,0.99,0.98,1.0,adc
1126,wavelet-LLH_ngtdm_Contrast,0.96,0.93,0.98,dce
1127,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.81,0.68,0.92,adc
1128,wavelet-LLH_ngtdm_Strength,0.67,0.5,0.84,dce
1129,wavelet-LLH_gldm_DependenceEntropy,1.0,0.99,1.0,dce
1130,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.75,0.61,0.89,adc
1131,wavelet-LHL_firstorder_10Percentile,0.99,0.98,1.0,adc
1132,wavelet-LLH_gldm_DependenceNonUniformity,1.0,0.99,1.0,dce
1133,wavelet-LHL_firstorder_90Percentile,0.98,0.96,0.99,adc
1134,wavelet-LLH_gldm_DependenceNonUniformityNormalized,1.0,0.99,1.0,dce
1135,wavelet-LLH_gldm_DependenceVariance,1.0,0.99,1.0,dce
1136,wavelet-LHL_firstorder_Energy,0.98,0.96,0.99,adc
1137,wavelet-LLH_gldm_GrayLevelNonUniformity,1.0,0.99,1.0,dce
1138,wavelet-LHL_firstorder_Entropy,0.99,0.98,1.0,adc
1139,wavelet-LLH_gldm_GrayLevelVariance,0.99,0.99,1.0,dce
1140,wavelet-LHL_firstorder_InterquartileRange,0.99,0.99,1.0,adc
1141,wavelet-LLH_gldm_HighGrayLevelEmphasis,0.52,0.35,0.74,dce
1142,wavelet-LHL_firstorder_Kurtosis,0.97,0.95,0.99,adc
1143,wavelet-LHL_firstorder_Maximum,0.78,0.64,0.9,adc
1144,wavelet-LLH_gldm_LargeDependenceEmphasis,1.0,1.0,1.0,dce
1145,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.36,0.21,0.6,dce
1146,wavelet-LHL_firstorder_MeanAbsoluteDeviation,0.99,0.97,0.99,adc
1147,wavelet-LHL_firstorder_Mean,0.98,0.96,0.99,adc
1148,wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.93,0.87,0.97,dce
1149,wavelet-LHL_firstorder_Median,0.98,0.97,0.99,adc
1150,wavelet-LLH_gldm_LowGrayLevelEmphasis,0.89,0.81,0.95,dce
1151,wavelet-LLH_gldm_SmallDependenceEmphasis,0.99,0.99,1.0,dce
1152,wavelet-LHL_firstorder_Minimum,0.95,0.9,0.98,adc
1153,wavelet-LHL_firstorder_Range,0.92,0.86,0.97,adc
1154,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.96,0.92,0.98,dce
1155,wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,0.99,0.99,1.0,adc
1156,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.8,0.67,0.91,dce
1157,wavelet-LHL_firstorder_RootMeanSquared,0.97,0.95,0.99,adc
1158,wavelet-LHL_firstorder_10Percentile,0.99,0.98,1.0,dce
1159,wavelet-LHL_firstorder_Skewness,0.96,0.92,0.98,adc
1160,wavelet-LHL_firstorder_90Percentile,0.98,0.96,0.99,dce
1161,wavelet-LHL_firstorder_TotalEnergy,0.98,0.96,0.99,adc
1162,wavelet-LHL_firstorder_Energy,0.98,0.97,0.99,dce
1163,wavelet-LHL_firstorder_Uniformity,0.99,0.99,1.0,adc
1164,wavelet-LHL_firstorder_Variance,0.97,0.94,0.99,adc
1165,wavelet-LHL_firstorder_Entropy,1.0,0.99,1.0,dce
1166,wavelet-LHL_glcm_Autocorrelation,0.96,0.93,0.99,adc
1167,wavelet-LHL_firstorder_InterquartileRange,0.99,0.99,1.0,dce
1168,wavelet-LHL_firstorder_Kurtosis,0.91,0.83,0.96,dce
1169,wavelet-LHL_glcm_ClusterProminence,0.96,0.93,0.98,adc
1170,wavelet-LHL_glcm_ClusterShade,0.98,0.96,0.99,adc
1171,wavelet-LHL_firstorder_Maximum,0.9,0.83,0.96,dce
1172,wavelet-LHL_glcm_ClusterTendency,0.97,0.95,0.99,adc
1173,wavelet-LHL_firstorder_MeanAbsoluteDeviation,0.99,0.98,1.0,dce
1174,wavelet-LHL_firstorder_Mean,0.88,0.79,0.95,dce
1175,wavelet-LHL_glcm_Contrast,0.98,0.96,0.99,adc
1176,wavelet-LHL_firstorder_Median,0.96,0.93,0.99,dce
1177,wavelet-LHL_glcm_Correlation,0.99,0.98,1.0,adc
1178,wavelet-LHL_firstorder_Minimum,0.83,0.71,0.92,dce
1179,wavelet-LHL_glcm_DifferenceAverage,0.99,0.99,1.0,adc
1180,wavelet-LHL_firstorder_Range,0.9,0.82,0.96,dce
1181,wavelet-LHL_glcm_DifferenceEntropy,0.99,0.99,1.0,adc
1182,wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,0.99,0.99,1.0,dce
1183,wavelet-LHL_glcm_DifferenceVariance,0.97,0.94,0.99,adc
1184,wavelet-LHL_firstorder_RootMeanSquared,0.97,0.94,0.99,dce
1185,wavelet-LHL_glcm_Id,1.0,0.99,1.0,adc
1186,wavelet-LHL_firstorder_Skewness,0.66,0.49,0.83,dce
1187,wavelet-LHL_glcm_Idm,1.0,0.99,1.0,adc
1188,wavelet-LHL_firstorder_TotalEnergy,0.98,0.97,0.99,dce
1189,wavelet-LHL_glcm_Idmn,0.86,0.76,0.94,adc
1190,wavelet-LHL_firstorder_Uniformity,1.0,1.0,1.0,dce
1191,wavelet-LHL_glcm_Idn,0.87,0.78,0.95,adc
1192,wavelet-LHL_firstorder_Variance,0.97,0.94,0.99,dce
1193,wavelet-LHL_glcm_Imc1,0.97,0.94,0.99,adc
1194,wavelet-LHL_glcm_Autocorrelation,0.79,0.66,0.91,dce
1195,wavelet-LHL_glcm_Imc2,0.97,0.95,0.99,adc
1196,wavelet-LHL_glcm_ClusterProminence,0.86,0.77,0.94,dce
1197,wavelet-LHL_glcm_InverseVariance,1.0,0.99,1.0,adc
1198,wavelet-LHL_glcm_ClusterShade,0.52,0.34,0.74,dce
1199,wavelet-LHL_glcm_JointAverage,0.95,0.9,0.98,adc
1200,wavelet-LHL_glcm_ClusterTendency,0.97,0.94,0.99,dce
1201,wavelet-LHL_glcm_JointEnergy,1.0,0.99,1.0,adc
1202,wavelet-LHL_glcm_Contrast,0.95,0.91,0.98,dce
1203,wavelet-LHL_glcm_Correlation,0.97,0.94,0.99,dce
1204,wavelet-LHL_glcm_JointEntropy,0.99,0.98,1.0,adc
1205,wavelet-LHL_glcm_MCC,0.73,0.57,0.87,adc
1206,wavelet-LHL_glcm_DifferenceAverage,0.99,0.98,0.99,dce
1207,wavelet-LHL_glcm_MaximumProbability,0.99,0.99,1.0,adc
1208,wavelet-LHL_glcm_DifferenceEntropy,1.0,0.99,1.0,dce
1209,wavelet-LHL_glcm_SumAverage,0.95,0.9,0.98,adc
1210,wavelet-LHL_glcm_DifferenceVariance,0.94,0.89,0.98,dce
1211,wavelet-LHL_glcm_Id,1.0,1.0,1.0,dce
1212,wavelet-LHL_glcm_SumEntropy,0.99,0.97,0.99,adc
1213,wavelet-LHL_glcm_Idm,1.0,1.0,1.0,dce
1214,wavelet-LHL_glcm_SumSquares,0.98,0.96,0.99,adc
1215,wavelet-LHL_glcm_Idmn,0.86,0.77,0.94,dce
1216,wavelet-LHL_glrlm_GrayLevelNonUniformity,1.0,0.99,1.0,adc
1217,wavelet-LHL_glcm_Idn,0.9,0.82,0.96,dce
1218,wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized,0.99,0.99,1.0,adc
1219,wavelet-LHL_glcm_Imc1,0.97,0.94,0.99,dce
1220,wavelet-LHL_glrlm_GrayLevelVariance,0.97,0.94,0.99,adc
1221,wavelet-LHL_glcm_Imc2,0.98,0.95,0.99,dce
1222,wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,0.96,0.93,0.99,adc
1223,wavelet-LHL_glcm_InverseVariance,1.0,1.0,1.0,dce
1224,wavelet-LHL_glrlm_LongRunEmphasis,1.0,1.0,1.0,adc
1225,wavelet-LHL_glcm_JointAverage,0.83,0.71,0.92,dce
1226,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,0.96,0.93,0.99,adc
1227,wavelet-LHL_glcm_JointEnergy,1.0,0.99,1.0,dce
1228,wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,0.85,0.75,0.94,adc
1229,wavelet-LHL_glcm_JointEntropy,1.0,0.99,1.0,dce
1230,wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,0.85,0.74,0.93,adc
1231,wavelet-LHL_glcm_MCC,0.68,0.52,0.85,dce
1232,wavelet-LHL_glrlm_RunEntropy,0.98,0.96,0.99,adc
1233,wavelet-LHL_glcm_MaximumProbability,1.0,1.0,1.0,dce
1234,wavelet-LHL_glcm_SumAverage,0.83,0.71,0.92,dce
1235,wavelet-LHL_glrlm_RunLengthNonUniformity,0.99,0.99,1.0,adc
1236,wavelet-LHL_glrlm_RunLengthNonUniformityNormalized,1.0,0.99,1.0,adc
1237,wavelet-LHL_glcm_SumEntropy,1.0,0.99,1.0,dce
1238,wavelet-LHL_glrlm_RunPercentage,1.0,1.0,1.0,adc
1239,wavelet-LHL_glcm_SumSquares,0.96,0.93,0.98,dce
1240,wavelet-LHL_glrlm_RunVariance,1.0,1.0,1.0,adc
1241,wavelet-LHL_glrlm_GrayLevelNonUniformity,1.0,0.99,1.0,dce
1242,wavelet-LHL_glrlm_ShortRunEmphasis,1.0,0.99,1.0,adc
1243,wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized,1.0,0.99,1.0,dce
1244,wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis,0.96,0.93,0.99,adc
1245,wavelet-LHL_glrlm_GrayLevelVariance,0.96,0.93,0.99,dce
1246,wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis,0.85,0.74,0.93,adc
1247,wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,0.79,0.66,0.91,dce
1248,wavelet-LHL_glszm_GrayLevelNonUniformity,1.0,0.99,1.0,adc
1249,wavelet-LHL_glrlm_LongRunEmphasis,1.0,1.0,1.0,dce
1250,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,0.84,0.73,0.93,dce
1251,wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,0.97,0.95,0.99,adc
1252,wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,0.99,0.98,1.0,dce
1253,wavelet-LHL_glszm_GrayLevelVariance,0.94,0.9,0.98,adc
1254,wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,0.98,0.95,0.99,dce
1255,wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,0.96,0.93,0.99,adc
1256,wavelet-LHL_glrlm_RunEntropy,0.99,0.99,1.0,dce
1257,wavelet-LHL_glszm_LargeAreaEmphasis,0.99,0.98,1.0,adc
1258,wavelet-LHL_glrlm_RunLengthNonUniformity,1.0,0.99,1.0,dce
1259,wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.96,0.92,0.98,adc
1260,wavelet-LHL_glrlm_RunLengthNonUniformityNormalized,1.0,1.0,1.0,dce
1261,wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.94,0.89,0.98,adc
1262,wavelet-LHL_glrlm_RunPercentage,1.0,1.0,1.0,dce
1263,wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.82,0.71,0.92,adc
1264,wavelet-LHL_glrlm_RunVariance,1.0,0.99,1.0,dce
1265,wavelet-LHL_glrlm_ShortRunEmphasis,1.0,1.0,1.0,dce
1266,wavelet-LHL_glszm_SizeZoneNonUniformity,0.99,0.98,1.0,adc
1267,wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,0.97,0.95,0.99,adc
1268,wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis,0.78,0.65,0.9,dce
1269,wavelet-LHL_glszm_SmallAreaEmphasis,0.97,0.95,0.99,adc
1270,wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis,0.97,0.94,0.99,dce
1271,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,0.96,0.93,0.98,adc
1272,wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,0.78,0.65,0.9,adc
1273,wavelet-LHL_glszm_GrayLevelNonUniformity,0.99,0.99,1.0,dce
1274,wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,0.99,0.99,1.0,dce
1275,wavelet-LHL_glszm_ZoneEntropy,0.9,0.83,0.96,adc
1276,wavelet-LHL_glszm_GrayLevelVariance,0.93,0.87,0.97,dce
1277,wavelet-LHL_glszm_ZonePercentage,1.0,0.99,1.0,adc
1278,wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,0.8,0.67,0.91,dce
1279,wavelet-LHL_glszm_ZoneVariance,0.99,0.98,1.0,adc
1280,wavelet-LHL_ngtdm_Busyness,0.96,0.93,0.98,adc
1281,wavelet-LHL_glszm_LargeAreaEmphasis,0.99,0.99,1.0,dce
1282,wavelet-LHL_ngtdm_Coarseness,0.99,0.98,1.0,adc
1283,wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.89,0.8,0.95,dce
1284,wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,1.0,0.99,1.0,dce
1285,wavelet-LHL_ngtdm_Complexity,0.95,0.91,0.98,adc
1286,wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.98,0.96,0.99,dce
1287,wavelet-LHL_ngtdm_Contrast,0.97,0.95,0.99,adc
1288,wavelet-LHL_glszm_SizeZoneNonUniformity,0.99,0.98,0.99,dce
1289,wavelet-LHL_ngtdm_Strength,0.95,0.9,0.98,adc
1290,wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,0.99,0.98,1.0,dce
1291,wavelet-LHL_gldm_DependenceEntropy,0.94,0.9,0.98,adc
1292,wavelet-LHL_gldm_DependenceNonUniformity,0.99,0.99,1.0,adc
1293,wavelet-LHL_glszm_SmallAreaEmphasis,0.99,0.98,1.0,dce
1294,wavelet-LHL_gldm_DependenceNonUniformityNormalized,1.0,1.0,1.0,adc
1295,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,0.8,0.68,0.91,dce
1296,wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,0.96,0.93,0.98,dce
1297,wavelet-LHL_gldm_DependenceVariance,1.0,1.0,1.0,adc
1298,wavelet-LHL_gldm_GrayLevelNonUniformity,1.0,0.99,1.0,adc
1299,wavelet-LHL_glszm_ZoneEntropy,0.98,0.97,0.99,dce
1300,wavelet-LHL_glszm_ZonePercentage,1.0,0.99,1.0,dce
1301,wavelet-LHL_gldm_GrayLevelVariance,0.97,0.94,0.99,adc
1302,wavelet-LHL_glszm_ZoneVariance,0.99,0.99,1.0,dce
1303,wavelet-LHL_gldm_HighGrayLevelEmphasis,0.96,0.93,0.99,adc
1304,wavelet-LHL_ngtdm_Busyness,0.99,0.97,0.99,dce
1305,wavelet-LHL_gldm_LargeDependenceEmphasis,1.0,1.0,1.0,adc
1306,wavelet-LHL_ngtdm_Coarseness,0.98,0.96,0.99,dce
1307,wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.96,0.93,0.98,adc
1308,wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.89,0.8,0.95,adc
1309,wavelet-LHL_ngtdm_Complexity,0.94,0.89,0.98,dce
1310,wavelet-LHL_gldm_LowGrayLevelEmphasis,0.85,0.74,0.93,adc
1311,wavelet-LHL_ngtdm_Contrast,0.98,0.96,0.99,dce
1312,wavelet-LHL_gldm_SmallDependenceEmphasis,0.99,0.99,1.0,adc
1313,wavelet-LHL_ngtdm_Strength,0.89,0.81,0.95,dce
1314,wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.96,0.93,0.98,adc
1315,wavelet-LHL_gldm_DependenceEntropy,0.99,0.98,1.0,dce
1316,wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.83,0.71,0.92,adc
1317,wavelet-LHL_gldm_DependenceNonUniformity,0.99,0.98,1.0,dce
1318,wavelet-LHH_firstorder_10Percentile,1.0,0.99,1.0,adc
1319,wavelet-LHL_gldm_DependenceNonUniformityNormalized,1.0,0.99,1.0,dce
1320,wavelet-LHH_firstorder_90Percentile,1.0,0.99,1.0,adc
1321,wavelet-LHL_gldm_DependenceVariance,1.0,1.0,1.0,dce
1322,wavelet-LHH_firstorder_Energy,0.97,0.95,0.99,adc
1323,wavelet-LHL_gldm_GrayLevelNonUniformity,1.0,0.99,1.0,dce
1324,wavelet-LHH_firstorder_Entropy,1.0,0.99,1.0,adc
1325,wavelet-LHL_gldm_GrayLevelVariance,0.97,0.94,0.99,dce
1326,wavelet-LHH_firstorder_InterquartileRange,1.0,1.0,1.0,adc
1327,wavelet-LHL_gldm_HighGrayLevelEmphasis,0.79,0.66,0.91,dce
1328,wavelet-LHH_firstorder_Kurtosis,0.93,0.88,0.97,adc
1329,wavelet-LHL_gldm_LargeDependenceEmphasis,1.0,1.0,1.0,dce
1330,wavelet-LHH_firstorder_Maximum,0.91,0.83,0.96,adc
1331,wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.88,0.79,0.95,dce
1332,wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,1.0,0.99,1.0,dce
1333,wavelet-LHH_firstorder_MeanAbsoluteDeviation,1.0,0.99,1.0,adc
1334,wavelet-LHH_firstorder_Mean,0.67,0.5,0.84,adc
1335,wavelet-LHL_gldm_LowGrayLevelEmphasis,0.97,0.95,0.99,dce
1336,wavelet-LHH_firstorder_Median,0.83,0.72,0.93,adc
1337,wavelet-LHL_gldm_SmallDependenceEmphasis,1.0,0.99,1.0,dce
1338,wavelet-LHH_firstorder_Minimum,0.82,0.7,0.92,adc
1339,wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.82,0.71,0.92,dce
1340,wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.81,0.69,0.92,dce
1341,wavelet-LHH_firstorder_Range,0.92,0.85,0.96,adc
1342,wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,1.0,1.0,1.0,adc
1343,wavelet-LHH_firstorder_10Percentile,0.99,0.99,1.0,dce
1344,wavelet-LHH_firstorder_RootMeanSquared,0.99,0.98,1.0,adc
1345,wavelet-LHH_firstorder_90Percentile,0.99,0.99,1.0,dce
1346,wavelet-LHH_firstorder_Skewness,0.9,0.82,0.96,adc
1347,wavelet-LHH_firstorder_Energy,1.0,0.99,1.0,dce
1348,wavelet-LHH_firstorder_TotalEnergy,0.97,0.95,0.99,adc
1349,wavelet-LHH_firstorder_Entropy,0.99,0.99,1.0,dce
1350,wavelet-LHH_firstorder_Uniformity,1.0,0.99,1.0,adc
1351,wavelet-LHH_firstorder_InterquartileRange,1.0,0.99,1.0,dce
1352,wavelet-LHH_firstorder_Variance,0.99,0.97,0.99,adc
1353,wavelet-LHH_glcm_Autocorrelation,0.79,0.66,0.91,adc
