feature,rank
sub_wout_original_glcm_ClusterProminence,13
adc_original_firstorder_Minimum,59
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,89
sub_wout_original_firstorder_Maximum,51
adc_original_glcm_ClusterShade,23
sub_wout_original_firstorder_Mean,47
sub_win_original_glcm_Autocorrelation,43
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,55
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,12
sub_wout_original_firstorder_10Percentile,45
adc_original_firstorder_10Percentile,24
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,74
sub_win_original_glcm_ClusterProminence,29
sub_wout_original_firstorder_Minimum,72
sub_wout_original_firstorder_Range,83
sub_wout_original_glcm_ClusterTendency,10
t2w_original_glszm_GrayLevelVariance,56
sub_wout_original_firstorder_RootMeanSquared,81
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,30
sub_wout_original_glcm_JointAverage,34
sub_win_original_firstorder_Mean,84
sub_wout_original_firstorder_Variance,53
sub_wout_original_firstorder_InterquartileRange,4
sub_win_original_glcm_Idmn,35
sub_win_original_glcm_ClusterShade,22
sub_wout_original_firstorder_Median,41
sub_wout_original_glcm_SumEntropy,21
sub_win_original_firstorder_10Percentile,49
adc_original_glszm_SmallAreaEmphasis,6
sub_wout_original_glszm_GrayLevelVariance,62
t2w_original_glcm_Idmn,78
sub_win_original_glszm_GrayLevelVariance,40
t2w_original_firstorder_Skewness,3
sub_wout_original_glcm_InverseVariance,61
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,80
t2w_original_firstorder_10Percentile,31
adc_original_firstorder_Maximum,64
sub_win_original_firstorder_Range,17
sub_wout_original_glcm_SumSquares,86
t2w_original_glcm_ClusterProminence,54
sub_wout_original_firstorder_90Percentile,18
t2w_original_glcm_SumEntropy,26
sub_wout_original_glszm_ZoneEntropy,68
adc_original_glcm_MaximumProbability,19
t2w_original_glrlm_GrayLevelVariance,76
t2w_original_glszm_ZoneEntropy,63
sub_win_original_glcm_SumSquares,82
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,20
sub_win_original_firstorder_90Percentile,65
t2w_original_glcm_ClusterShade,66
adc_original_glrlm_LongRunEmphasis,25
adc_original_firstorder_Mean,88
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,5
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,85
adc_original_glcm_Correlation,37
t2w_original_glcm_InverseVariance,52
sub_win_original_glcm_Id,50
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,11
sub_wout_original_glcm_DifferenceVariance,39
adc_original_glszm_ZoneEntropy,14
t2w_original_glrlm_RunEntropy,33
sub_wout_original_firstorder_Uniformity,58
t2w_original_firstorder_Median,71
adc_original_glszm_SizeZoneNonUniformityNormalized,44
sub_wout_original_glcm_Imc1,8
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,16
adc_original_glcm_ClusterProminence,79
adc_original_glcm_DifferenceVariance,67
t2w_original_firstorder_90Percentile,77
t2w_original_glszm_SmallAreaEmphasis,9
adc_original_glcm_JointEntropy,2
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,15
t2w_original_glcm_ClusterTendency,48
sub_win_original_glcm_SumEntropy,28
sub_wout_original_glszm_ZoneVariance,75
adc_original_glcm_Idmn,87
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,70
adc_original_firstorder_Kurtosis,38
t2w_original_glcm_MaximumProbability,57
sub_win_original_glszm_ZoneEntropy,32
t2w_original_glszm_SizeZoneNonUniformityNormalized,7
t2w_original_glcm_JointEntropy,1
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,60
sub_win_original_glszm_SizeZoneNonUniformityNormalized,69
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,27
sub_win_original_glcm_MaximumProbability,36
sub_win_original_glcm_Imc1,42
sub_wout_original_glcm_JointEntropy,73
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,46
