feature,rank
sub_wout_original_glcm_ClusterProminence,63
adc_original_firstorder_Minimum,89
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,66
sub_wout_original_firstorder_Maximum,37
adc_original_glcm_ClusterShade,39
sub_wout_original_firstorder_Mean,84
sub_win_original_glcm_Autocorrelation,20
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,71
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,55
sub_wout_original_firstorder_10Percentile,83
adc_original_firstorder_10Percentile,14
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,62
sub_win_original_glcm_ClusterProminence,68
sub_wout_original_firstorder_Minimum,26
sub_wout_original_firstorder_Range,49
sub_wout_original_glcm_ClusterTendency,9
t2w_original_glszm_GrayLevelVariance,67
sub_wout_original_firstorder_RootMeanSquared,18
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,65
sub_wout_original_glcm_JointAverage,80
sub_win_original_firstorder_Mean,40
sub_wout_original_firstorder_Variance,88
sub_wout_original_firstorder_InterquartileRange,8
sub_win_original_glcm_Idmn,48
sub_win_original_glcm_ClusterShade,13
sub_wout_original_firstorder_Median,74
sub_wout_original_glcm_SumEntropy,22
sub_win_original_firstorder_10Percentile,64
adc_original_glszm_SmallAreaEmphasis,3
sub_wout_original_glszm_GrayLevelVariance,57
t2w_original_glcm_Idmn,36
sub_win_original_glszm_GrayLevelVariance,77
t2w_original_firstorder_Skewness,24
sub_wout_original_glcm_InverseVariance,19
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,2
t2w_original_firstorder_10Percentile,85
adc_original_firstorder_Maximum,29
sub_win_original_firstorder_Range,34
sub_wout_original_glcm_SumSquares,25
t2w_original_glcm_ClusterProminence,45
sub_wout_original_firstorder_90Percentile,1
t2w_original_glcm_SumEntropy,30
sub_wout_original_glszm_ZoneEntropy,73
adc_original_glcm_MaximumProbability,11
t2w_original_glrlm_GrayLevelVariance,46
t2w_original_glszm_ZoneEntropy,58
sub_win_original_glcm_SumSquares,51
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,42
sub_win_original_firstorder_90Percentile,38
t2w_original_glcm_ClusterShade,59
adc_original_glrlm_LongRunEmphasis,16
adc_original_firstorder_Mean,50
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,86
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,79
adc_original_glcm_Correlation,81
t2w_original_glcm_InverseVariance,35
sub_win_original_glcm_Id,75
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,44
sub_wout_original_glcm_DifferenceVariance,43
adc_original_glszm_ZoneEntropy,47
t2w_original_glrlm_RunEntropy,31
sub_wout_original_firstorder_Uniformity,4
t2w_original_firstorder_Median,56
adc_original_glszm_SizeZoneNonUniformityNormalized,23
sub_wout_original_glcm_Imc1,52
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,21
adc_original_glcm_ClusterProminence,32
adc_original_glcm_DifferenceVariance,12
t2w_original_firstorder_90Percentile,6
t2w_original_glszm_SmallAreaEmphasis,41
adc_original_glcm_JointEntropy,53
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,72
t2w_original_glcm_ClusterTendency,7
sub_win_original_glcm_SumEntropy,87
sub_wout_original_glszm_ZoneVariance,60
adc_original_glcm_Idmn,10
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,27
adc_original_firstorder_Kurtosis,33
t2w_original_glcm_MaximumProbability,54
sub_win_original_glszm_ZoneEntropy,15
t2w_original_glszm_SizeZoneNonUniformityNormalized,69
t2w_original_glcm_JointEntropy,70
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,82
sub_win_original_glszm_SizeZoneNonUniformityNormalized,78
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,17
sub_win_original_glcm_MaximumProbability,5
sub_win_original_glcm_Imc1,28
sub_wout_original_glcm_JointEntropy,76
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,61
