fs_method,similarity_measure,top_k,estimate
backwardSFS/RandomForestClassifier,mwm,15,0.6553268869229012
backwardSFS/RandomForestClassifier,mwm,20,0.633221158632732
backwardSFS/RandomForestClassifier,mwm,25,0.6206112279267108
backwardSFS/RandomForestClassifier,global_spearman,NA,0.20994211780728633
backwardSFS/RandomForestClassifier,jaccard,5,0.1111111111111111
backwardSFS/RandomForestClassifier,jaccard,10,0.17647058823529413
backwardSFS/RandomForestClassifier,jaccard,15,0.2
backwardSFS/RandomForestClassifier,jaccard,20,0.14285714285714285
backwardSFS/RandomForestClassifier,jaccard,25,0.21951219512195122
backwardSFS/RandomForestClassifier,dice,5,0.2
backwardSFS/RandomForestClassifier,dice,10,0.3
backwardSFS/RandomForestClassifier,dice,15,0.3333333333333333
backwardSFS/RandomForestClassifier,dice,20,0.25
backwardSFS/RandomForestClassifier,dice,25,0.36
backwardSFS/RandomForestClassifier,kuncheva,5,0.1523809523809524
backwardSFS/RandomForestClassifier,kuncheva,10,0.21139240506329113
backwardSFS/RandomForestClassifier,kuncheva,15,0.1981981981981982
backwardSFS/RandomForestClassifier,kuncheva,20,0.03260869565217391
backwardSFS/RandomForestClassifier,kuncheva,25,0.11
backwardSFS/RandomForestClassifier,mwm,5,0.6837539753975398
backwardSFS/RandomForestClassifier,mwm,10,0.6369344965721886
backwardSFS/RandomForestClassifier,mwm,15,0.675103258323113
backwardSFS/RandomForestClassifier,mwm,20,0.6337138530817535
backwardSFS/RandomForestClassifier,mwm,25,0.6700021055677129
backwardSFS/RandomForestClassifier,global_spearman,NA,0.1763534218590398
backwardSFS/RandomForestClassifier,jaccard,5,0.1111111111111111
backwardSFS/RandomForestClassifier,jaccard,10,0.17647058823529413
backwardSFS/RandomForestClassifier,jaccard,15,0.2
backwardSFS/RandomForestClassifier,jaccard,20,0.21212121212121213
backwardSFS/RandomForestClassifier,jaccard,25,0.28205128205128205
backwardSFS/RandomForestClassifier,dice,5,0.2
backwardSFS/RandomForestClassifier,dice,10,0.3
backwardSFS/RandomForestClassifier,dice,15,0.3333333333333333
backwardSFS/RandomForestClassifier,dice,20,0.35
backwardSFS/RandomForestClassifier,dice,25,0.44
backwardSFS/RandomForestClassifier,kuncheva,5,0.1523809523809524
backwardSFS/RandomForestClassifier,kuncheva,10,0.21139240506329113
backwardSFS/RandomForestClassifier,kuncheva,15,0.1981981981981982
backwardSFS/RandomForestClassifier,kuncheva,20,0.16159420289855073
backwardSFS/RandomForestClassifier,kuncheva,25,0.22125
backwardSFS/RandomForestClassifier,mwm,5,0.4655313531353135
backwardSFS/RandomForestClassifier,mwm,10,0.5566691226071898
backwardSFS/RandomForestClassifier,mwm,15,0.6427802408476678
backwardSFS/RandomForestClassifier,mwm,20,0.6696209475070821
backwardSFS/RandomForestClassifier,mwm,25,0.6954820318867916
backwardSFS/RandomForestClassifier,global_spearman,NA,0.233758937691522
backwardSFS/MLPClassifier,jaccard,5,0.0
backwardSFS/MLPClassifier,jaccard,10,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,15,0.07142857142857142
backwardSFS/MLPClassifier,jaccard,20,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,25,0.1111111111111111
backwardSFS/MLPClassifier,dice,5,0.0
backwardSFS/MLPClassifier,dice,10,0.2
backwardSFS/MLPClassifier,dice,15,0.13333333333333333
backwardSFS/MLPClassifier,dice,20,0.2
backwardSFS/MLPClassifier,dice,25,0.2
backwardSFS/MLPClassifier,kuncheva,5,-0.05952380952380952
backwardSFS/MLPClassifier,kuncheva,10,0.09873417721518987
backwardSFS/MLPClassifier,kuncheva,15,-0.04234234234234234
backwardSFS/MLPClassifier,kuncheva,20,-0.03188405797101449
backwardSFS/MLPClassifier,kuncheva,25,-0.1125
backwardSFS/MLPClassifier,mwm,5,0.2996867686768677
backwardSFS/MLPClassifier,mwm,10,0.5091413141314132
backwardSFS/MLPClassifier,mwm,15,0.4955133242102639
backwardSFS/MLPClassifier,mwm,20,0.5441786832749058
backwardSFS/MLPClassifier,mwm,25,0.5864085104061729
backwardSFS/MLPClassifier,global_spearman,NA,-0.10660537963908756
backwardSFS/MLPClassifier,jaccard,5,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,10,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,15,0.15384615384615385
backwardSFS/MLPClassifier,jaccard,20,0.17647058823529413
backwardSFS/MLPClassifier,jaccard,25,0.19047619047619047
backwardSFS/MLPClassifier,dice,5,0.2
backwardSFS/MLPClassifier,dice,10,0.2
backwardSFS/MLPClassifier,dice,15,0.26666666666666666
backwardSFS/MLPClassifier,dice,20,0.3
backwardSFS/MLPClassifier,dice,25,0.32
backwardSFS/MLPClassifier,kuncheva,5,0.1523809523809524
backwardSFS/MLPClassifier,kuncheva,10,0.09873417721518987
backwardSFS/MLPClassifier,kuncheva,15,0.11801801801801802
backwardSFS/MLPClassifier,kuncheva,20,0.09710144927536232
backwardSFS/MLPClassifier,kuncheva,25,0.054375
backwardSFS/MLPClassifier,mwm,5,0.3661590159015901
backwardSFS/MLPClassifier,mwm,10,0.538065406540654
backwardSFS/MLPClassifier,mwm,15,0.5744726472647267
backwardSFS/MLPClassifier,mwm,20,0.6057089708970895
backwardSFS/MLPClassifier,mwm,25,0.6629496549654965
backwardSFS/MLPClassifier,global_spearman,NA,-0.008546135512427666
backwardSFS/MLPClassifier,jaccard,5,0.0
backwardSFS/MLPClassifier,jaccard,10,0.05263157894736842
backwardSFS/MLPClassifier,jaccard,15,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,20,0.14285714285714285
backwardSFS/MLPClassifier,jaccard,25,0.19047619047619047
backwardSFS/MLPClassifier,dice,5,0.0
backwardSFS/MLPClassifier,dice,10,0.1
backwardSFS/MLPClassifier,dice,15,0.2
backwardSFS/MLPClassifier,dice,20,0.25
backwardSFS/MLPClassifier,dice,25,0.32
backwardSFS/MLPClassifier,kuncheva,5,-0.05952380952380952
backwardSFS/MLPClassifier,kuncheva,10,-0.013924050632911392
backwardSFS/MLPClassifier,kuncheva,15,0.03783783783783784
backwardSFS/MLPClassifier,kuncheva,20,0.03260869565217391
backwardSFS/MLPClassifier,kuncheva,25,0.054375
backwardSFS/MLPClassifier,mwm,5,0.4278931893189319
backwardSFS/MLPClassifier,mwm,10,0.46296394176294714
backwardSFS/MLPClassifier,mwm,15,0.5464873514587121
backwardSFS/MLPClassifier,mwm,20,0.5755312018992484
backwardSFS/MLPClassifier,mwm,25,0.6303823846549877
backwardSFS/MLPClassifier,global_spearman,NA,0.11169560776302345
backwardSFS/MLPClassifier,jaccard,5,0.0
backwardSFS/MLPClassifier,jaccard,10,0.3333333333333333
backwardSFS/MLPClassifier,jaccard,15,0.25
backwardSFS/MLPClassifier,jaccard,20,0.2903225806451613
backwardSFS/MLPClassifier,jaccard,25,0.3157894736842105
backwardSFS/MLPClassifier,dice,5,0.0
backwardSFS/MLPClassifier,dice,10,0.5
backwardSFS/MLPClassifier,dice,15,0.4
backwardSFS/MLPClassifier,dice,20,0.45
backwardSFS/MLPClassifier,dice,25,0.48
backwardSFS/MLPClassifier,kuncheva,5,-0.05952380952380952
backwardSFS/MLPClassifier,kuncheva,10,0.43670886075949367
backwardSFS/MLPClassifier,kuncheva,15,0.27837837837837837
backwardSFS/MLPClassifier,kuncheva,20,0.29057971014492756
backwardSFS/MLPClassifier,kuncheva,25,0.276875
backwardSFS/MLPClassifier,mwm,5,0.3776153615361536
backwardSFS/MLPClassifier,mwm,10,0.7386222622262226
backwardSFS/MLPClassifier,mwm,15,0.6760764076407643
backwardSFS/MLPClassifier,mwm,20,0.6843264326432643
backwardSFS/MLPClassifier,mwm,25,0.6871934358548859
backwardSFS/MLPClassifier,global_spearman,NA,0.24606741573033708
backwardSFS/MLPClassifier,jaccard,5,0.0
backwardSFS/MLPClassifier,jaccard,10,0.05263157894736842
backwardSFS/MLPClassifier,jaccard,15,0.07142857142857142
backwardSFS/MLPClassifier,jaccard,20,0.21212121212121213
backwardSFS/MLPClassifier,jaccard,25,0.19047619047619047
backwardSFS/MLPClassifier,dice,5,0.0
backwardSFS/MLPClassifier,dice,10,0.1
backwardSFS/MLPClassifier,dice,15,0.13333333333333333
backwardSFS/MLPClassifier,dice,20,0.35
backwardSFS/MLPClassifier,dice,25,0.32
backwardSFS/MLPClassifier,kuncheva,5,-0.05952380952380952
backwardSFS/MLPClassifier,kuncheva,10,-0.013924050632911392
backwardSFS/MLPClassifier,kuncheva,15,-0.04234234234234234
backwardSFS/MLPClassifier,kuncheva,20,0.16159420289855073
backwardSFS/MLPClassifier,kuncheva,25,0.054375
backwardSFS/MLPClassifier,mwm,5,0.3536033603360336
backwardSFS/MLPClassifier,mwm,10,0.4367608760876087
backwardSFS/MLPClassifier,mwm,15,0.4840807638391068
backwardSFS/MLPClassifier,mwm,20,0.6136379117871373
backwardSFS/MLPClassifier,mwm,25,0.6123107062843963
backwardSFS/MLPClassifier,global_spearman,NA,0.03093292475314946
backwardSFS/MLPClassifier,jaccard,5,0.0
backwardSFS/MLPClassifier,jaccard,10,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,15,0.15384615384615385
backwardSFS/MLPClassifier,jaccard,20,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,25,0.19047619047619047
backwardSFS/MLPClassifier,dice,5,0.0
backwardSFS/MLPClassifier,dice,10,0.2
backwardSFS/MLPClassifier,dice,15,0.26666666666666666
backwardSFS/MLPClassifier,dice,20,0.2
backwardSFS/MLPClassifier,dice,25,0.32
backwardSFS/MLPClassifier,kuncheva,5,-0.05952380952380952
backwardSFS/MLPClassifier,kuncheva,10,0.09873417721518987
backwardSFS/MLPClassifier,kuncheva,15,0.11801801801801802
backwardSFS/MLPClassifier,kuncheva,20,-0.03188405797101449
backwardSFS/MLPClassifier,kuncheva,25,0.054375
backwardSFS/MLPClassifier,mwm,5,0.18693789378937892
backwardSFS/MLPClassifier,mwm,10,0.49871119655862906
backwardSFS/MLPClassifier,mwm,15,0.5489570334960059
backwardSFS/MLPClassifier,mwm,20,0.5526932174511752
backwardSFS/MLPClassifier,mwm,25,0.6105638518965493
backwardSFS/MLPClassifier,global_spearman,NA,0.15921007831120193
backwardSFS/MLPClassifier,jaccard,5,0.0
backwardSFS/MLPClassifier,jaccard,10,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,15,0.15384615384615385
backwardSFS/MLPClassifier,jaccard,20,0.14285714285714285
backwardSFS/MLPClassifier,jaccard,25,0.16279069767441862
backwardSFS/MLPClassifier,dice,5,0.0
backwardSFS/MLPClassifier,dice,10,0.2
backwardSFS/MLPClassifier,dice,15,0.26666666666666666
backwardSFS/MLPClassifier,dice,20,0.25
backwardSFS/MLPClassifier,dice,25,0.28
backwardSFS/MLPClassifier,kuncheva,5,-0.05952380952380952
backwardSFS/MLPClassifier,kuncheva,10,0.09873417721518987
backwardSFS/MLPClassifier,kuncheva,15,0.11801801801801802
backwardSFS/MLPClassifier,kuncheva,20,0.03260869565217391
backwardSFS/MLPClassifier,kuncheva,25,-0.00125
backwardSFS/MLPClassifier,mwm,5,0.3271647164716472
backwardSFS/MLPClassifier,mwm,10,0.5090333033303329
backwardSFS/MLPClassifier,mwm,15,0.5085714300208449
backwardSFS/MLPClassifier,mwm,20,0.5602175697529341
backwardSFS/MLPClassifier,mwm,25,0.5888427776189379
backwardSFS/MLPClassifier,global_spearman,NA,0.1651174668028601
backwardSFS/MLPClassifier,jaccard,5,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,10,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,15,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,20,0.14285714285714285
backwardSFS/MLPClassifier,jaccard,25,0.19047619047619047
backwardSFS/MLPClassifier,dice,5,0.2
backwardSFS/MLPClassifier,dice,10,0.2
backwardSFS/MLPClassifier,dice,15,0.2
backwardSFS/MLPClassifier,dice,20,0.25
backwardSFS/MLPClassifier,dice,25,0.32
backwardSFS/MLPClassifier,kuncheva,5,0.1523809523809524
backwardSFS/MLPClassifier,kuncheva,10,0.09873417721518987
backwardSFS/MLPClassifier,kuncheva,15,0.03783783783783784
backwardSFS/MLPClassifier,kuncheva,20,0.03260869565217391
backwardSFS/MLPClassifier,kuncheva,25,0.054375
backwardSFS/MLPClassifier,mwm,5,0.45739693969396933
backwardSFS/MLPClassifier,mwm,10,0.5128164024023697
backwardSFS/MLPClassifier,mwm,15,0.5523343847431669
backwardSFS/MLPClassifier,mwm,20,0.6060758150638013
backwardSFS/MLPClassifier,mwm,25,0.6389900878382955
backwardSFS/MLPClassifier,global_spearman,NA,-0.06853932584269673
backwardSFS/MLPClassifier,jaccard,5,0.0
backwardSFS/MLPClassifier,jaccard,10,0.0
backwardSFS/MLPClassifier,jaccard,15,0.07142857142857142
backwardSFS/MLPClassifier,jaccard,20,0.1111111111111111
backwardSFS/MLPClassifier,jaccard,25,0.19047619047619047
backwardSFS/MLPClassifier,dice,5,0.0
backwardSFS/MLPClassifier,dice,10,0.0
backwardSFS/MLPClassifier,dice,15,0.13333333333333333
backwardSFS/MLPClassifier,dice,20,0.2
backwardSFS/MLPClassifier,dice,25,0.32
backwardSFS/MLPClassifier,kuncheva,5,-0.05952380952380952
backwardSFS/MLPClassifier,kuncheva,10,-0.12658227848101267
backwardSFS/MLPClassifier,kuncheva,15,-0.04234234234234234
backwardSFS/MLPClassifier,kuncheva,20,-0.03188405797101449
backwardSFS/MLPClassifier,kuncheva,25,0.054375
backwardSFS/MLPClassifier,mwm,5,0.33819621962196217
backwardSFS/MLPClassifier,mwm,10,0.5263162316231622
backwardSFS/MLPClassifier,mwm,15,0.5600736073607361
backwardSFS/MLPClassifier,mwm,20,0.5915055505550556
backwardSFS/MLPClassifier,mwm,25,0.65835045290303
backwardSFS/MLPClassifier,global_spearman,NA,-0.1033197139938713
backwardSFS/MLPClassifier,jaccard,5,0.0
backwardSFS/MLPClassifier,jaccard,10,0.05263157894736842
backwardSFS/MLPClassifier,jaccard,15,0.034482758620689655
backwardSFS/MLPClassifier,jaccard,20,0.08108108108108109
backwardSFS/MLPClassifier,jaccard,25,0.13636363636363635
backwardSFS/MLPClassifier,dice,5,0.0
backwardSFS/MLPClassifier,dice,10,0.1
backwardSFS/MLPClassifier,dice,15,0.06666666666666667
backwardSFS/MLPClassifier,dice,20,0.15
backwardSFS/MLPClassifier,dice,25,0.24
backwardSFS/MLPClassifier,kuncheva,5,-0.05952380952380952
backwardSFS/MLPClassifier,kuncheva,10,-0.013924050632911392
backwardSFS/MLPClassifier,kuncheva,15,-0.12252252252252252
backwardSFS/MLPClassifier,kuncheva,20,-0.0963768115942029
backwardSFS/MLPClassifier,kuncheva,25,-0.056875
backwardSFS/MLPClassifier,mwm,5,0.41027062706270634
backwardSFS/MLPClassifier,mwm,10,0.49726619898021623
backwardSFS/MLPClassifier,mwm,15,0.4791451331222985
backwardSFS/MLPClassifier,mwm,20,0.5188590084589515
backwardSFS/MLPClassifier,mwm,25,0.5622585893791272
backwardSFS/MLPClassifier,global_spearman,NA,0.12105890364317329
